CI_Name_aff,Service_Component_WBS_aff,Impact,Urgency,KM_number,Count_Related_Interactions,Count_Related_Incidents,Count_Related_Changes,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff
WBA000144,WBS000318,5 Very Low,5 Very Low,KM0000836,1.0,0.0,0.0,1,10,Friday,application-Web Based Application
APP000005,WBS000335,4 Low,4 Low,KM0001060,1.0,0.0,0.0,0,10,Friday,application-Citrix
WBA000103,WBS000073,5 Very Low,5 Very Low,KM0000784,1.0,0.0,0.0,1,10,Friday,application-Web Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0002073,1.0,0.0,0.0,0,10,Friday,application-Desktop Application
DTA000048,WBS000219,3 Medium,3 Medium,KM0000905,1.0,0.0,0.0,1,10,Friday,application-Desktop Application
APP000004,WBS000335,4 Low,4 Low,KM0000911,1.0,0.0,0.0,0,10,Friday,application-Citrix
SBA000847,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,10,Friday,application-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001402,1.0,0.0,0.0,1,10,Friday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000081,1.0,0.0,0.0,0,16,Thursday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000751,1.0,0.0,0.0,0,16,Thursday,subapplication-Web Based Application
SUB000539,WBS000073,4 Low,4 Low,KM0002307,1.0,0.0,0.0,0,16,Thursday,subapplication-Web Based Application
CBA000014,WBS000073,4 Low,4 Low,KM0001346,1.0,0.0,0.0,0,16,Thursday,application-Client Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,0,16,Thursday,subapplication-Web Based Application
LAP000008,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,17,Thursday,computer-Laptop
NET000037,WBS000279,4 Low,4 Low,KM0000446,1.0,0.0,0.0,0,19,Thursday,networkcomponents-Lines
APP000001,WBS000292,4 Low,4 Low,KM0000093,1.0,0.0,0.0,0,7,Friday,application-Citrix
SBA000464,WBS000073,4 Low,4 Low,KM0001314,1.0,0.0,0.0,0,8,Friday,application-Server Based Application
SBA000607,WBS000263,5 Very Low,5 Very Low,KM0002305,1.0,1.0,0.0,1,8,Friday,application-Server Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0001401,1.0,0.0,0.0,1,8,Friday,application-Web Based Application
APP000005,WBS000335,4 Low,4 Low,KM0001131,1.0,0.0,0.0,0,9,Friday,application-Citrix
SBA000173,WBS000163,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,9,Friday,application-Server Based Application
WBA000018,WBS000073,4 Low,4 Low,KM0001609,1.0,0.0,0.0,0,9,Friday,application-Web Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002344,1.0,0.0,0.0,0,9,Friday,application-Server Based Application
SUB000538,WBS000073,4 Low,4 Low,KM0000848,1.0,0.0,0.0,1,9,Friday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000761,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
DTA000032,WBS000330,3 Medium,3 Medium,KM0001879,1.0,0.0,0.0,1,10,Friday,application-Desktop Application
WBA000133,WBS000073,4 Low,4 Low,KM0000711,1.0,0.0,0.0,1,10,Friday,application-Web Based Application
SBA000782,WBS000043,4 Low,4 Low,KM0000220,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
WBA000018,WBS000073,4 Low,4 Low,KM0001609,1.0,0.0,0.0,0,10,Friday,application-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001828,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001828,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002041,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
DTA000017,WBS000099,4 Low,4 Low,KM0000007,1.0,0.0,0.0,1,10,Friday,application-Desktop Application
SUB000533,WBS000073,4 Low,4 Low,KM0000830,1.0,0.0,0.0,1,11,Friday,subapplication-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0002305,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
LSR000690,WBS000161,3 Medium,3 Medium,KM0001274,1.0,0.0,0.0,0,11,Friday,computer-Linux Server
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
SBA000335,WBS000255,4 Low,4 Low,KM0000622,5.0,0.0,0.0,1,9,Friday,application-Server Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001244,3.0,0.0,0.0,1,9,Friday,application-Web Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0001655,4.0,0.0,0.0,1,9,Friday,application-Desktop Application
SBA000326,WBS000294,3 Medium,3 Medium,KM0001745,1.0,0.0,0.0,0,9,Friday,application-Server Based Application
DTA000616,WBS000089,5 Very Low,5 Very Low,KM0002217,1.0,0.0,0.0,1,9,Friday,application-Desktop Application
SBA000834,WBS000223,4 Low,4 Low,KM0001308,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
SBA000173,WBS000163,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001772,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
SBA000063,WBS000264,5 Very Low,5 Very Low,KM0001622,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
SAP000002,WBS000271,5 Very Low,5 Very Low,KM0001840,1.0,0.0,0.0,1,11,Friday,application-SAP
SBA000462,WBS000073,4 Low,4 Low,KM0001363,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
DTA000616,WBS000089,5 Very Low,5 Very Low,KM0001430,1.0,0.0,0.0,0,11,Friday,application-Desktop Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,11,Friday,subapplication-Web Based Application
SSW000068,WBS000089,4 Low,4 Low,KM0000197,1.0,0.0,0.0,0,11,Friday,software-System Software
SUB000539,WBS000073,4 Low,4 Low,KM0002307,1.0,0.0,0.0,1,12,Friday,subapplication-Web Based Application
WBA000092,WBS000073,4 Low,4 Low,KM0002253,1.0,0.0,0.0,1,12,Friday,application-Web Based Application
SAN000178,WBS000128,4 Low,4 Low,KM0000036,2.0,0.0,0.0,1,12,Friday,storage-SAN
DCE000077,WBS000267,3 Medium,3 Medium,KM0000182,1.0,0.0,0.0,0,13,Friday,hardware-DataCenterEquipment
SBA000154,WBS000027,4 Low,4 Low,KM0000156,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,1,13,Friday,application-Server Based Application
DTA000616,WBS000089,3 Medium,3 Medium,KM0001973,1.0,0.0,0.0,0,9,Friday,application-Desktop Application
DTA000031,WBS000330,5 Very Low,5 Very Low,KM0002029,1.0,0.0,0.0,1,10,Friday,application-Desktop Application
SBA000461,WBS000073,4 Low,4 Low,KM0002299,1.0,0.0,0.0,1,10,Friday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001245,1.0,0.0,0.0,0,10,Friday,application-Web Based Application
SUB000523,WBS000073,4 Low,4 Low,KM0000818,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
DTA000031,WBS000330,5 Very Low,5 Very Low,KM0002029,1.0,0.0,0.0,1,10,Friday,application-Desktop Application
DTA000033,WBS000220,5 Very Low,4 Low,KM0001093,2.0,0.0,0.0,1,10,Friday,application-Desktop Application
SUB000427,WBS000073,4 Low,4 Low,KM0001729,1.0,0.0,0.0,1,11,Friday,subapplication-Web Based Application
CBD001009,WBS000016,3 Medium,3 Medium,KM0000435,2.0,0.0,0.0,1,11,Friday,computer-Banking Device
ASW000010,WBS000235,3 Medium,3 Medium,KM0000479,1.0,0.0,0.0,0,11,Friday,software-Automation Software
SUB000521,WBS000073,4 Low,4 Low,KM0001588,1.0,0.0,0.0,0,11,Friday,subapplication-Web Based Application
DTA000025,WBS000330,4 Low,4 Low,KM0002187,1.0,0.0,0.0,1,11,Friday,application-Desktop Application
SUB000456,WBS000073,4 Low,4 Low,KM0002186,2.0,0.0,0.0,1,11,Friday,subapplication-Web Based Application
SBA000088,WBS000017,4 Low,4 Low,KM0000096,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
WBA000107,WBS000162,5 Very Low,5 Very Low,KM0002204,1.0,0.0,0.0,1,11,Friday,application-Web Based Application
WBA000122,WBS000298,5 Very Low,5 Very Low,KM0001548,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
SBA000079,WBS000223,4 Low,4 Low,KM0000084,1.0,0.0,0.0,1,11,Friday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0002135,1.0,0.0,0.0,1,11,Friday,application-Server Based Application
DTA000056,WBS000091,3 Medium,3 Medium,KM0001012,1.0,0.0,0.0,0,11,Friday,application-Desktop Application
WBA000124,WBS000088,4 Low,4 Low,KM0002171,2.0,0.0,0.0,1,12,Friday,application-Web Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001624,1.0,0.0,0.0,0,12,Friday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0002171,1.0,0.0,0.0,1,12,Friday,application-Web Based Application
DTA000616,WBS000089,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,12,Friday,application-Desktop Application
SBA000335,WBS000255,4 Low,4 Low,KM0000622,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
SSW000356,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,12,Friday,software-System Software
SBA000063,WBS000264,5 Very Low,5 Very Low,KM0001622,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
SUB000113,WBS000095,5 Very Low,5 Very Low,KM0001545,1.0,0.0,0.0,0,13,Friday,subapplication-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
DTA000025,WBS000330,4 Low,4 Low,KM0001094,1.0,0.0,0.0,0,14,Friday,application-Desktop Application
DTA000616,WBS000089,5 Very Low,5 Very Low,KM0001373,1.0,0.0,0.0,1,10,Friday,application-Desktop Application
DTA000616,WBS000089,3 Medium,3 Medium,KM0001373,1.0,0.0,0.0,1,11,Friday,application-Desktop Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000081,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
SBA000335,WBS000255,4 Low,4 Low,KM0002224,1.0,0.0,0.0,1,11,Friday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001767,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
RTR000042,WBS000281,2 High,2 High,KM0000440,1.0,0.0,0.0,0,11,Friday,networkcomponents-Router
SBA000172,WBS000014,3 Medium,3 Medium,KM0000426,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001778,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
SSW000068,WBS000089,4 Low,4 Low,KM0000197,1.0,0.0,0.0,0,11,Friday,software-System Software
SUB000456,WBS000073,4 Low,4 Low,KM0000754,1.0,0.0,0.0,1,12,Friday,subapplication-Web Based Application
LAP000008,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,12,Friday,computer-Laptop
LAP000012,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,1,12,Friday,computer-Laptop
SBA000335,WBS000255,3 Medium,3 Medium,KM0002059,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
SAP000003,WBS000271,4 Low,4 Low,KM0001163,1.0,0.0,0.0,1,12,Friday,application-SAP
WBA000133,WBS000073,4 Low,4 Low,KM0000711,1.0,0.0,0.0,1,12,Friday,application-Web Based Application
DTA000048,WBS000219,4 Low,4 Low,KM0000905,1.0,0.0,0.0,0,12,Friday,application-Desktop Application
SBA000462,WBS000073,4 Low,4 Low,KM0001915,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000770,2.0,0.0,0.0,1,13,Friday,subapplication-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001157,1.0,0.0,0.0,1,13,Friday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000751,1.0,0.0,0.0,0,13,Friday,subapplication-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0000820,1.0,0.0,0.0,0,13,Friday,application-Web Based Application
SBA000847,WBS000199,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
DTA000616,WBS000089,3 Medium,3 Medium,KM0001409,1.0,0.0,0.0,1,14,Friday,application-Desktop Application
DTA000033,WBS000220,5 Very Low,4 Low,KM0001093,1.0,0.0,0.0,1,14,Friday,application-Desktop Application
SUB000479,WBS000015,5 Very Low,5 Very Low,KM0000454,1.0,0.0,0.0,1,14,Friday,subapplication-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001773,1.0,0.0,0.0,0,14,Friday,application-Server Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002231,1.0,0.0,0.0,1,14,Friday,application-Server Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002344,1.0,0.0,0.0,0,14,Friday,application-Server Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0000539,1.0,0.0,0.0,0,12,Friday,application-Desktop Application
SBA000782,WBS000043,5 Very Low,5 Very Low,KM0000216,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
SUB000443,WBS000125,5 Very Low,5 Very Low,KM0000727,1.0,0.0,0.0,0,12,Friday,subapplication-Web Based Application
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001999,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
LAP001652,WBS000091,3 Medium,3 Medium,KM0002122,1.0,0.0,0.0,1,13,Friday,computer-Laptop
SBA000462,WBS000073,4 Low,4 Low,KM0001773,1.0,0.0,0.0,1,13,Friday,application-Server Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002231,1.0,0.0,0.0,1,13,Friday,application-Server Based Application
WBA000133,WBS000073,5 Very Low,5 Very Low,KM0001931,2.0,0.0,0.0,1,13,Friday,application-Web Based Application
SBA000219,WBS000262,3 Medium,3 Medium,KM0000181,1.0,0.0,0.0,1,13,Friday,application-Server Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002231,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0002171,1.0,0.0,0.0,1,13,Friday,application-Web Based Application
LAP001069,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,1,13,Friday,computer-Laptop
WBA000018,WBS000073,4 Low,4 Low,KM0001609,1.0,0.0,0.0,0,13,Friday,application-Web Based Application
SBA000464,WBS000073,4 Low,4 Low,KM0001314,1.0,0.0,0.0,0,13,Friday,application-Server Based Application
SUB000456,WBS000073,3 Medium,3 Medium,KM0001715,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
SBA000101,WBS000165,3 Medium,3 Medium,KM0001518,1.0,3.0,0.0,0,14,Friday,application-Server Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
SUB000455,WBS000073,4 Low,4 Low,KM0001728,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
SBA000834,WBS000223,4 Low,4 Low,KM0001308,1.0,0.0,0.0,1,15,Friday,application-Server Based Application
WBA000145,WBS000318,5 Very Low,5 Very Low,KM0001417,1.0,0.0,0.0,1,15,Friday,application-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,16,Friday,subapplication-Web Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001624,1.0,0.0,0.0,0,16,Friday,application-Web Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001624,1.0,0.0,0.0,0,16,Friday,application-Web Based Application
DSK000366,WBS000091,5 Very Low,5 Very Low,KM0001443,1.0,0.0,0.0,1,16,Friday,computer-Desktop
SUB000508,WBS000162,5 Very Low,5 Very Low,KM0000553,1.0,0.0,0.0,0,16,Friday,subapplication-Web Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002231,1.0,0.0,0.0,1,16,Friday,application-Server Based Application
SBA000132,WBS000242,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,16,Friday,application-Server Based Application
SBA000624,WBS000256,4 Low,4 Low,KM0001379,1.0,0.0,0.0,1,17,Friday,application-Server Based Application
SBA000399,WBS000165,3 Medium,3 Medium,KM0001140,1.0,0.0,0.0,1,0,Saturday,application-Server Based Application
SBA000243,WBS000125,3 Medium,3 Medium,KM0001506,1.0,0.0,0.0,1,0,Saturday,application-Server Based Application
DTA000045,WBS000089,5 Very Low,5 Very Low,KM0000411,1.0,0.0,0.0,0,11,Saturday,application-Desktop Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,14,Saturday,subapplication-Web Based Application
SUB000508,WBS000162,3 Medium,3 Medium,KM0001748,1.0,0.0,0.0,1,19,Saturday,subapplication-Web Based Application
SBA000427,WBS000307,3 Medium,3 Medium,KM0001350,1.0,1.0,0.0,1,19,Saturday,application-Server Based Application
STA000010,WBS000135,5 Very Low,5 Very Low,KM0000318,1.0,0.0,0.0,1,20,Saturday,application-Standard Application
SBA000834,WBS000223,4 Low,4 Low,KM0001308,1.0,0.0,0.0,1,13,Friday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000075,1.0,0.0,0.0,0,13,Friday,application-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,14,Friday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,14,Friday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,14,Friday,application-Server Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001081,1.0,0.0,0.0,1,14,Friday,application-Web Based Application
SBA000131,WBS000023,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,14,Friday,application-Server Based Application
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,15,Friday,application-Server Based Application
SBA000461,WBS000073,4 Low,4 Low,KM0002344,1.0,0.0,0.0,0,15,Friday,application-Server Based Application
SBA000805,WBS000016,3 Medium,3 Medium,KM0000938,1.0,0.0,0.0,0,15,Friday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001765,1.0,0.0,0.0,1,15,Friday,application-Server Based Application
SUB000455,WBS000073,4 Low,4 Low,KM0001728,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001245,1.0,0.0,0.0,0,16,Friday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,16,Friday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002041,1.0,0.0,0.0,0,16,Friday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0002041,1.0,0.0,0.0,0,16,Friday,subapplication-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002197,1.0,0.0,0.0,1,16,Friday,application-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0002305,1.0,0.0,0.0,1,21,Friday,application-Server Based Application
NET000043,WBS000279,4 Low,4 Low,KM0000446,1.0,0.0,0.0,0,2,Saturday,networkcomponents-Lines
SAN000052,WBS000127,3 Medium,3 Medium,KM0000895,1.0,0.0,0.0,0,5,Monday,storage-SAN
DSK000002,WBS000091,5 Very Low,5 Very Low,KM0001443,1.0,0.0,0.0,1,7,Monday,computer-Desktop
LAP000012,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,8,Monday,computer-Laptop
DCE000178,WBS000118,3 Medium,3 Medium,KM0000966,1.0,1.0,0.0,0,8,Monday,hardware-DataCenterEquipment
LAP000008,WBS000091,5 Very Low,5 Very Low,KM0001447,1.0,0.0,0.0,0,8,Monday,computer-Laptop
WBA000133,WBS000073,4 Low,4 Low,KM0000711,1.0,0.0,0.0,0,8,Monday,application-Web Based Application
DSK000600,WBS000091,4 Low,4 Low,KM0000942,1.0,0.0,0.0,0,8,Monday,computer-Desktop
DTA000616,WBS000089,3 Medium,3 Medium,KM0000966,1.0,1.0,0.0,0,8,Monday,application-Desktop Application
DTA000616,WBS000089,3 Medium,3 Medium,KM0000966,1.0,1.0,0.0,0,9,Monday,application-Desktop Application
DCE000178,WBS000118,4 Low,4 Low,KM0000966,1.0,1.0,0.0,0,9,Monday,hardware-DataCenterEquipment
SBA000459,WBS000073,4 Low,4 Low,KM0002345,1.0,0.0,0.0,0,15,Friday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000748,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
WBA000092,WBS000073,4 Low,4 Low,KM0002319,4.0,0.0,0.0,1,15,Friday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
SBA000393,WBS000052,5 Very Low,5 Very Low,KM0000358,1.0,0.0,0.0,0,15,Friday,application-Server Based Application
SBA000427,WBS000307,4 Low,4 Low,KM0001859,1.0,0.0,0.0,1,15,Friday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
HMD000016,WBS000118,5 Very Low,5 Very Low,KM0000966,1.0,0.0,0.0,0,15,Friday,hardware-MigratieDummy
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0002320,1.0,0.0,0.0,0,16,Friday,application-Web Based Application
WBA000008,WBS000167,5 Very Low,5 Very Low,KM0000069,1.0,0.0,0.0,1,16,Friday,application-Web Based Application
SBA000464,WBS000073,4 Low,4 Low,KM0001314,1.0,0.0,0.0,1,16,Friday,application-Server Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001364,1.0,0.0,0.0,0,17,Friday,application-Server Based Application
SSW000414,WBS000201,3 Medium,3 Medium,KM0000970,1.0,0.0,0.0,1,17,Friday,software-System Software
DTA000045,WBS000089,4 Low,4 Low,KM0000410,1.0,0.0,0.0,0,7,Monday,application-Desktop Application
