Service_Component_WBS_aff,Urgency,KM_number,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff,RelatedIncidents,RelatedChanges,RelatedInteractions
WBS000091,4 Low,KM0000963,1,14,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0001914,0,14,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001914,0,14,Tuesday,application-Web Based Application,None,None,One (1)
WBS000263,5 Very Low,KM0001105,1,14,Tuesday,application-Server Based Application,More,None,One (1)
WBS000199,3 Medium,KM0000940,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001195,1,15,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002186,0,15,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000271,4 Low,KM0001163,1,15,Tuesday,application-SAP,None,None,One (1)
WBS000146,5 Very Low,KM0000266,0,15,Tuesday,computer-Banking Device,None,None,One (1)
WBS000091,5 Very Low,KM0001443,1,15,Tuesday,computer-Desktop,None,None,One (1)
WBS000171,5 Very Low,KM0000395,0,15,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000945,1,15,Tuesday,application-Web Based Application,None,None,One (1)
WBS000016,3 Medium,KM0000938,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000016,3 Medium,KM0000938,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001628,0,15,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000711,0,15,Tuesday,application-Web Based Application,None,None,One (1)
WBS000016,3 Medium,KM0000938,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000219,5 Very Low,KM0002083,0,15,Tuesday,application-Server Based Application,None,None,One (1)
WBS000089,4 Low,KM0000407,0,16,Tuesday,application-Desktop Application,None,None,One (1)
WBS000089,5 Very Low,KM0001910,0,16,Tuesday,application-Desktop Application,None,None,Few (2-5)
WBS000095,4 Low,KM0001345,0,16,Tuesday,subapplication-Server Based Application,None,None,One (1)
WBS000095,4 Low,KM0000223,0,16,Tuesday,subapplication-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000819,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001624,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000199,5 Very Low,KM0000500,0,16,Tuesday,computer-zOS Systeem,None,None,One (1)
WBS000101,3 Medium,KM0000860,1,16,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001624,1,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001588,1,16,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000091,5 Very Low,KM0001447,1,16,Tuesday,computer-Laptop,None,None,One (1)
WBS000091,4 Low,KM0000036,0,16,Tuesday,computer-Desktop,None,None,One (1)
WBS000152,5 Very Low,KM0000075,0,16,Tuesday,application-Web Based Application,One,None,One (1)
WBS000073,4 Low,KM0000996,0,16,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000852,0,16,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000760,0,17,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000791,0,17,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000318,4 Low,KM0000846,0,17,Tuesday,application-Web Based Application,None,None,One (1)
WBS000199,4 Low,KM0001220,1,17,Tuesday,application-Server Based Application,None,None,One (1)
WBS000043,4 Low,KM0000214,0,17,Tuesday,application-Server Based Application,None,None,One (1)
WBS000096,4 Low,KM0000560,0,17,Tuesday,officeelectronics-Printer,None,None,One (1)
WBS000002,4 Low,KM0000687,0,17,Tuesday,application-Server Based Application,None,None,One (1)
WBS000037,3 Medium,KM0000286,1,17,Tuesday,application-Web Based Application,None,None,One (1)
WBS000094,5 Very Low,KM0001655,0,17,Tuesday,application-Desktop Application,None,None,One (1)
WBS000077,4 Low,KM0001872,0,17,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002300,0,18,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,18,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001867,0,18,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000289,3 Medium,KM0002208,0,7,Wednesday,networkcomponents-Net Device,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,8,Wednesday,software-System Software,None,None,One (1)
WBS000102,4 Low,KM0000970,0,8,Wednesday,computer-Windows Server,None,None,One (1)
WBS000330,4 Low,KM0001145,0,8,Wednesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,8,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,0,8,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,8,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,8,Wednesday,application-Web Based Application,None,None,One (1)
WBS000023,4 Low,KM0000283,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000239,3 Medium,KM0000940,1,9,Wednesday,database-Database,None,None,Some (6-10)
WBS000091,5 Very Low,KM0001444,0,9,Wednesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0002285,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000823,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000223,4 Low,KM0000032,0,16,Tuesday,application-Server Based Application,None,None,One (1)
WBS000165,2 High,KM0001518,0,16,Tuesday,application-Server Based Application,One,None,One (1)
WBS000152,5 Very Low,KM0001178,0,16,Tuesday,application-Web Based Application,One,None,One (1)
WBS000073,4 Low,KM0000819,0,16,Tuesday,application-Web Based Application,None,None,One (1)
WBS000329,4 Low,KM0000906,1,16,Tuesday,application-Server Based Application,None,None,One (1)
WBS000092,3 Medium,KM0000336,0,16,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0000720,0,17,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,17,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000791,0,17,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000294,3 Medium,KM0001745,0,17,Tuesday,application-Server Based Application,None,None,One (1)
WBS000043,5 Very Low,KM0000216,1,17,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0000315,1,17,Tuesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0000752,0,17,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000813,1,19,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000099,4 Low,KM0000224,0,8,Wednesday,application-Server Based Application,None,None,One (1)
WBS000089,4 Low,KM0000092,0,8,Wednesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,8,Wednesday,application-Web Based Application,None,None,One (1)
WBS000162,3 Medium,KM0001686,0,8,Wednesday,subapplication-Web Based Application,More,None,One (1)
WBS000307,4 Low,KM0001321,0,8,Wednesday,application-Server Based Application,None,None,One (1)
WBS000162,3 Medium,KM0001686,0,8,Wednesday,subapplication-Web Based Application,One,None,One (1)
WBS000171,5 Very Low,KM0000395,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000066,3 Medium,KM0001066,0,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000704,0,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000720,1,9,Wednesday,application-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0000791,0,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000081,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000013,3 Medium,KM0000052,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000264,5 Very Low,KM0001622,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000791,0,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,17,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002165,0,17,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0001724,0,18,Tuesday,application-Web Based Application,None,None,One (1)
WBS000095,4 Low,KM0001348,0,7,Wednesday,subapplication-Server Based Application,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,7,Wednesday,application-Server Based Application,None,None,One (1)
WBS000239,3 Medium,KM0000940,0,8,Wednesday,database-Database,None,None,One (1)
WBS000073,4 Low,KM0001624,0,8,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,8,Wednesday,application-Web Based Application,None,None,One (1)
WBS000089,3 Medium,KM0000404,0,8,Wednesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0000791,0,8,Wednesday,subapplication-Web Based Application,None,One,Many (11-25)
WBS000073,4 Low,KM0002285,0,8,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,8,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001646,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001646,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000711,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000712,0,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000089,5 Very Low,KM0001430,0,9,Wednesday,application-Desktop Application,None,None,Few (2-5)
WBS000073,4 Low,KM0002188,1,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001446,1,9,Wednesday,computer-Desktop,None,None,One (1)
WBS000073,4 Low,KM0002043,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002188,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000791,0,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000326,3 Medium,KM0001699,1,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000791,0,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001609,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000199,3 Medium,KM0000940,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000099,3 Medium,KM0000480,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000091,4 Low,KM0002009,0,10,Wednesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0002264,1,10,Wednesday,application-Web Based Application,None,None,Few (2-5)
WBS000094,5 Very Low,KM0001655,0,7,Wednesday,application-Desktop Application,None,None,One (1)
WBS000232,5 Very Low,KM0002226,0,8,Wednesday,computer-ESX Cluster,None,One,One (1)
WBS000089,4 Low,KM0001019,0,8,Wednesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001295,0,8,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000318,3 Medium,KM0000844,1,8,Wednesday,application-Web Based Application,None,None,Few (2-5)
WBS000296,3 Medium,KM0001253,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000296,3 Medium,KM0001253,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001539,1,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002043,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001542,1,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000162,3 Medium,KM0001686,0,9,Wednesday,subapplication-Web Based Application,One,None,One (1)
WBS000073,4 Low,KM0002285,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001346,0,9,Wednesday,application-Client Based Application,None,None,One (1)
WBS000073,3 Medium,KM0000791,0,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002188,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001786,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000791,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000263,5 Very Low,KM0001106,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000089,5 Very Low,KM0001444,1,10,Wednesday,application-Desktop Application,None,None,One (1)
WBS000264,5 Very Low,KM0001622,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000089,4 Low,KM0001625,0,10,Wednesday,application-Desktop Application,None,None,One (1)
WBS000152,5 Very Low,KM0001724,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000089,3 Medium,KM0001625,0,10,Wednesday,application-Desktop Application,None,None,One (1)
WBS000221,3 Medium,KM0001141,0,10,Wednesday,storage-Controller,None,None,One (1)
WBS000285,3 Medium,KM0000379,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000741,1,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000182,3 Medium,KM0001141,0,10,Wednesday,storage-SAN,None,None,One (1)
WBS000267,3 Medium,KM0000182,0,10,Wednesday,hardware-DataCenterEquipment,None,None,One (1)
WBS000073,4 Low,KM0001951,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002041,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000002,4 Low,KM0001406,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000015,4 Low,KM0000453,1,10,Wednesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000247,5 Very Low,KM0000679,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000318,5 Very Low,KM0002269,1,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000090,3 Medium,KM0001027,0,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000791,0,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000751,0,9,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000318,5 Very Low,KM0002270,0,9,Wednesday,application-Web Based Application,None,None,One (1)
WBS000094,5 Very Low,KM0001655,0,9,Wednesday,application-Desktop Application,None,None,One (1)
WBS000048,5 Very Low,KM0000310,1,9,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001874,1,10,Wednesday,application-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,10,Wednesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0000791,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001346,1,10,Wednesday,application-Client Based Application,None,None,One (1)
WBS000073,4 Low,KM0002188,1,10,Wednesday,application-Server Based Application,None,None,None (0)
WBS000073,4 Low,KM0001715,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,10,Wednesday,computer-Laptop,None,None,One (1)
WBS000073,4 Low,KM0001374,1,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002041,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000263,5 Very Low,KM0001826,0,10,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001736,0,10,Wednesday,subapplication-Web Based Application,None,None,One (1)
WBS000093,4 Low,KM0001186,1,10,Wednesday,application-Desktop Application,None,None,One (1)
WBS000128,4 Low,KM0002126,1,11,Wednesday,storage-SAN,One,None,One (1)
WBS000292,4 Low,KM0001060,0,11,Wednesday,application-Citrix,None,None,One (1)
WBS000073,4 Low,KM0001915,0,11,Wednesday,application-Server Based Application,None,None,One (1)
WBS000263,5 Very Low,KM0001105,0,11,Wednesday,application-Server Based Application,None,None,One (1)
WBS000092,4 Low,KM0000024,1,11,Wednesday,application-Desktop Application,None,None,One (1)
WBS000104,4 Low,KM0001785,0,11,Wednesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002285,0,11,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001539,0,11,Wednesday,application-Server Based Application,None,None,One (1)
WBS000318,4 Low,KM0001283,1,11,Wednesday,application-Web Based Application,None,None,One (1)
WBS000318,4 Low,KM0000839,0,11,Wednesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002188,0,11,Wednesday,application-Server Based Application,None,None,One (1)
WBS000255,4 Low,KM0000622,0,10,Wednesday,application-Server Based Application,None,None,One (1)
